route_id,service_id,trip_id,trip_headsign,block_id,trip_short_name,shape_id
A07上,日祝,日祝_17時26分_系統A07上,天満屋（汗入 経由）,,D80,A07上
J21,日祝,日祝_17時30分_系統J21,ＪＲ児島駅,,S1,J21
C01下,日祝,日祝_17時30分_系統C01下,ＪＲ児島駅,,62,C01下
N22下,日祝,日祝_17時40分_系統N22下,中庄駅（倉敷駅前 経由）,,77,N22下
I3上,日祝,日祝_17時45分_系統I3上,ＪＲ児島駅,,82,I3上
A07下,日祝,日祝_17時45分_系統A07下,下電興除車庫前（岡山駅 経由）,,D80,A07下
D19上,日祝,日祝_17時45分_系統D19上,倉敷駅前（茶屋町駅前 経由）,,71,D19上
D19下,日祝,日祝_17時45分_系統D19下,下電興除車庫前（茶屋町駅前 経由）,,71,D19下
E06上,日祝,日祝_17時50分_系統E06上,倉敷駅前（倉敷成人病センター前 経由）,,51,E06上
E06下,日祝,日祝_17時50分_系統E06下,ＪＲ児島駅（倉敷成人病センター前 経由）,,51,E06下
C01上,日祝,日祝_17時50分_系統C01上,倉敷駅前,,62,C01上
C01下,日祝,日祝_18時05分_系統C01下,ＪＲ児島駅,,62,C01下
I3下,日祝,日祝_18時10分_系統I3下,王子ヶ岳登山口,,82,I3下
D19下,日祝,日祝_18時15分_系統D19下,下電興除車庫前（茶屋町駅前 経由）,,71,D19下
C01上,日祝,日祝_18時20分_系統C01上,倉敷駅前,,62,C01上
E06下,日祝,日祝_18時20分_系統E06下,ＪＲ児島駅（倉敷成人病センター前 経由）,,51,E06下
E06上,日祝,日祝_18時20分_系統E06上,倉敷駅前（倉敷成人病センター前 経由）,,51,E06上
D16上,日祝,日祝_18時28分_系統D16上,倉敷駅前,,72,D16上
C01下,日祝,日祝_18時35分_系統C01下,ＪＲ児島駅,,62,C01下
A21下001,日祝,日祝_18時35分_系統A21下001,汗入（岡山駅 経由）,,D80,A21下001
I3上,日祝,日祝_18時38分_系統I3上,ＪＲ児島駅,,82,I3上
D19下,日祝,日祝_18時40分_系統D19下,下電興除車庫前（茶屋町駅前 経由）,,71,D19下
E06上,日祝,日祝_18時40分_系統E06上,倉敷駅前（倉敷成人病センター前 経由）,,51,E06上
C01上,日祝,日祝_18時50分_系統C01上,倉敷駅前,,62,C01上
E06下,日祝,日祝_18時50分_系統E06下,ＪＲ児島駅（倉敷成人病センター前 経由）,,51,E06下
C01下,日祝,日祝_19時00分_系統C01下,ＪＲ児島駅,,62,C01下
A21下001,日祝,日祝_19時00分_系統A21下001,汗入（岡山駅 経由）,,D80,A21下001
D19下,日祝,日祝_19時20分_系統D19下,下電興除車庫前（茶屋町駅前 経由）,,71,D19下
C01上,日祝,日祝_19時20分_系統C01上,倉敷駅前,,62,C01上
E06上,日祝,日祝_19時25分_系統E06上,倉敷駅前（倉敷成人病センター前 経由）,,51,E06上
D19上,日祝,日祝_19時37分_系統D19上,倉敷駅前（茶屋町駅前 経由）,,71,D19上
A21上001,日祝,日祝_19時40分_系統A21上001,天満屋（岡山駅 経由）,,D80,A21上001
C01下,日祝,日祝_19時45分_系統C01下,ＪＲ児島駅,,62,C01下
E06下,日祝,日祝_20時00分_系統E06下,ＪＲ児島駅（倉敷成人病センター前 経由）,,51,E06下
D19下,日祝,日祝_20時10分_系統D19下,下電興除車庫前（茶屋町駅前 経由）,,71,D19下
C01上,日祝,日祝_20時15分_系統C01上,倉敷駅前,,62,C01上
E06上,日祝,日祝_20時15分_系統E06上,倉敷駅前（倉敷成人病センター前 経由）,,51,E06上
A21上001,日祝,日祝_20時20分_系統A21上001,天満屋（岡山駅 経由）,,D80,A21上001
E06下,日祝,日祝_20時30分_系統E06下,ＪＲ児島駅（倉敷成人病センター前 経由）,,51,E06下
A07下,日祝,日祝_20時40分_系統A07下,下電興除車庫前（岡山駅 経由）,,D80,A07下
C01下,日祝,日祝_20時50分_系統C01下,ＪＲ児島駅,,62,C01下
E06下,日祝,日祝_21時20分_系統E06下,ＪＲ児島駅（倉敷成人病センター前 経由）,,51,E06下
A07下,日祝,日祝_21時20分_系統A07下,下電興除車庫前（岡山駅 経由）,,D80,A07下
