route_id,service_id,trip_id,trip_headsign,block_id,trip_short_name,direction_id,shape_id
四御神線_A,平日,平日_10時30分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,平日,平日_10時30分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
２５０号線_A,平日,平日_10時31分_系統3108,岡山駅,,,,3108
２５０号線_A,平日,平日_10時35分_系統3102,岡山駅,,,,3102
東岡山線_A,平日,平日_10時35分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオ瀬戸線_A,平日,平日_10時40分_系統2001,瀬戸駅（終点 ネオポリス東６）,,,,2001
ネオポリス線_A,平日,平日_10時40分_系統1611,ネオポリス西９丁目（新道河本 経由）,,,,1611
四御神線_A,平日,平日_10時45分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,平日,平日_10時45分_系統1612,表町BC（新道河本 経由）,,,,1612
２５０号線_A,平日,平日_10時50分_系統1081,長岡団地,,,,1081
東岡山線_A,平日,平日_10時54分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオポリス線_A,平日,平日_10時55分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
東岡山線_A,平日,平日_11時00分_系統5141,東岡山（岡山駅 経由）,,,,5141
２５０号線_A,平日,平日_11時08分_系統3107,長岡・駅前,,,,3107
ネオポリス線_A,平日,平日_11時08分_系統1612,表町BC（新道河本 経由）,,,,1612
四御神線_A,平日,平日_11時10分_系統1112,岡山駅（清水 経由）,,,,1112
四御神線_A,平日,平日_11時10分_系統1111,四御神（県庁前 経由）,,,,1111
東岡山線_A,平日,平日_11時15分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオポリス線_A,平日,平日_11時20分_系統1611,ネオポリス西９丁目（新道河本 経由）,,,,1611
東岡山線_A,平日,平日_11時25分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオ瀬戸線_A,平日,平日_11時25分_系統1061,瀬戸駅,,,,1061
ネオ瀬戸線_A,平日,平日_11時25分_系統1062,岡山駅,,,,1062
ネオポリス線_A,平日,平日_11時27分_系統1282,表町BC（下市・中 経由）,,,,1282
四御神線_A,平日,平日_11時35分_系統1111,四御神（県庁前 経由）,,,,1111
東岡山線_A,平日,平日_11時35分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオポリス線_A,平日,平日_11時35分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
四御神線_A,平日,平日_11時40分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,平日,平日_11時45分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオポリス線_A,平日,平日_11時50分_系統1632,表町BC（下市・西 経由）,,,,1632
ネオポリス線_A,平日,平日_11時55分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
東岡山線_A,平日,平日_11時55分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
２５０号線_A,平日,平日_12時00分_系統3107,長岡・駅前,,,,3107
四御神線_A,平日,平日_12時05分_系統1111,四御神（県庁前 経由）,,,,1111
東岡山線_A,平日,平日_12時05分_系統5141,東岡山（岡山駅 経由）,,,,5141
２５０号線_A,平日,平日_12時08分_系統3108,岡山駅,,,,3108
山陽団地循環_A,平日,平日_12時10分_系統1371,山陽団地（西→中 経由）,,,,1371
四御神線_A,平日,平日_12時10分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,平日,平日_12時15分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオポリス線_A,平日,平日_12時17分_系統1282,表町BC（下市・中 経由）,,,,1282
ネオポリス線_A,平日,平日_12時25分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
ネオ瀬戸線_A,平日,平日_12時30分_系統1062,岡山駅,,,,1062
東岡山線_A,平日,平日_12時30分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオ瀬戸線_A,平日,平日_12時35分_系統2001,瀬戸駅（終点 ネオポリス東６）,,,,2001
四御神線_A,平日,平日_12時40分_系統1111,四御神（県庁前 経由）,,,,1111
四御神線_A,平日,平日_12時40分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,平日,平日_12時40分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
２５０号線_A,平日,平日_12時45分_系統3108,岡山駅,,,,3108
ネオポリス線_A,平日,平日_12時45分_系統1611,ネオポリス西９丁目（新道河本 経由）,,,,1611
ネオ瀬戸線_A,平日,平日_12時45分_系統1072,瀬戸駅（岡山駅 経由）,,,,1072
東岡山線_A,平日,平日_12時55分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオ瀬戸線_A,平日,平日_12時55分_系統1061,瀬戸駅,,,,1061
ネオポリス線_A,平日,平日_12時55分_系統1612,表町BC（新道河本 経由）,,,,1612
ネオポリス線_A,平日,平日_13時00分_系統1631,ネオポリス西９（西 ・下市 経由）,,,,1631
ネオポリス線_A,平日,平日_13時03分_系統1282,表町BC（下市・中 経由）,,,,1282
東岡山線_A,平日,平日_13時05分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
四御神線_A,平日,平日_13時05分_系統1111,四御神（県庁前 経由）,,,,1111
四御神線_A,平日,平日_13時10分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,平日,平日_13時15分_系統5141,東岡山（岡山駅 経由）,,,,5141
２５０号線_A,平日,平日_13時20分_系統3101,片上,,,,3101
ネオポリス線_A,平日,平日_13時20分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
ネオポリス線_A,平日,平日_13時26分_系統1632,表町BC（下市・西 経由）,,,,1632
東岡山線_A,平日,平日_13時34分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
四御神線_A,平日,平日_13時35分_系統1111,四御神（県庁前 経由）,,,,1111
東岡山線_A,平日,平日_13時35分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオポリス線_A,平日,平日_13時40分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
四御神線_A,平日,平日_13時40分_系統1112,岡山駅（清水 経由）,,,,1112
ネオ瀬戸線_A,平日,平日_13時50分_系統2001,瀬戸駅（終点 ネオポリス東６）,,,,2001
東岡山線_A,平日,平日_13時55分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオポリス線_A,平日,平日_13時58分_系統1282,表町BC（下市・中 経由）,,,,1282
ネオポリス線_A,平日,平日_14時00分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
四御神線_A,平日,平日_14時00分_系統1111,四御神（県庁前 経由）,,,,1111
東岡山線_A,平日,平日_14時05分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオ瀬戸線_A,平日,平日_14時10分_系統1062,岡山駅,,,,1062
四御神線_A,平日,平日_14時10分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,平日,平日_14時15分_系統5141,東岡山（岡山駅 経由）,,,,5141
林野線_A,平日,平日_14時20分_系統1181,林野駅（新道河本 経由）,,,,1181
ネオポリス線_A,平日,平日_14時20分_系統1632,表町BC（下市・西 経由）,,,,1632
ネオ瀬戸線_A,平日,平日_14時20分_系統1061,瀬戸駅,,,,1061
ネオ瀬戸線_A,平日,平日_14時25分_系統1642,瀬戸駅（岡山駅 経由）,,,,1642
東岡山線_A,平日,平日_14時25分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
四御神線_A,平日,平日_14時30分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,平日,平日_14時40分_系統1631,ネオポリス西９（西 ・下市 経由）,,,,1631
東岡山線_A,平日,平日_14時40分_系統5141,東岡山（岡山駅 経由）,,,,5141
四御神線_A,平日,平日_14時45分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,平日,平日_14時45分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオポリス線_A,平日,平日_15時00分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
四御神線_A,平日,平日_15時00分_系統1111,四御神（県庁前 経由）,,,,1111
四御神線_A,平日,平日_15時05分_系統1112,岡山駅（清水 経由）,,,,1112
ネオポリス線_A,平日,平日_15時05分_系統1622,表町BC（下市・中 経由）,,,,1622
東岡山線_A,平日,平日_15時09分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
２５０号線_A,平日,平日_15時10分_系統3101,片上,,,,3101
２５０号線_A,平日,平日_15時11分_系統3102,岡山駅,,,,3102
東岡山線_A,平日,平日_15時15分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオポリス線_A,平日,平日_15時21分_系統1632,表町BC（下市・西 経由）,,,,1632
ネオポリス線_A,平日,平日_15時22分_系統2011,ネオポリス東６（新道河本 経由）,,,,2011
ネオ瀬戸線_A,平日,平日_15時22分_系統1072,瀬戸駅（岡山駅 経由）,,,,1072
四御神線_A,平日,平日_15時25分_系統1112,岡山駅（清水 経由）,,,,1112
ネオポリス線_A,平日,平日_15時30分_系統1631,ネオポリス西９（西 ・下市 経由）,,,,1631
２５０号線_A,平日,平日_15時30分_系統1082,岡山駅,,,,1082
東岡山線_A,平日,平日_15時33分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
四御神線_A,平日,平日_15時35分_系統1111,四御神（県庁前 経由）,,,,1111
ネオ瀬戸線_A,平日,平日_15時37分_系統1641,瀬戸駅（終点 ネオポリス西９）,,,,1641
ネオポリス線_A,平日,平日_15時43分_系統1282,表町BC（下市・中 経由）,,,,1282
ネオポリス線_A,平日,平日_15時45分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
東岡山線_A,平日,平日_15時45分_系統5141,東岡山（岡山駅 経由）,,,,5141
東岡山線_A,平日,平日_15時53分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
四御神線_A,平日,平日_15時55分_系統1112,岡山駅（清水 経由）,,,,1112
ネオポリス線_A,平日,平日_16時00分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
ネオ瀬戸線_A,平日,平日_16時00分_系統1061,瀬戸駅,,,,1061
四御神線_A,平日,平日_16時05分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,平日,平日_16時05分_系統1632,表町BC（下市・西 経由）,,,,1632
ネオ瀬戸線_A,平日,平日_16時06分_系統1062,岡山駅,,,,1062
２５０号線_A,平日,平日_16時17分_系統3107,長岡・駅前,,,,3107
ネオ瀬戸線_A,平日,平日_16時17分_系統1072,瀬戸駅（岡山駅 経由）,,,,1072
林野線_A,平日,平日_16時20分_系統1181,林野駅（新道河本 経由）,,,,1181
東岡山線_A,平日,平日_16時21分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
四御神線_A,平日,平日_16時25分_系統1112,岡山駅（清水 経由）,,,,1112
四御神線_A,平日,平日_16時30分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,平日,平日_16時30分_系統1631,ネオポリス西９（西 ・下市 経由）,,,,1631
ネオポリス線_A,平日,平日_16時35分_系統1282,表町BC（下市・中 経由）,,,,1282
ネオ瀬戸線_A,平日,平日_16時37分_系統2001,瀬戸駅（終点 ネオポリス東６）,,,,2001
ネオポリス線_A,平日,平日_16時45分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
東岡山線_A,平日,平日_16時50分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
東岡山線_A,平日,平日_16時50分_系統5141,東岡山（岡山駅 経由）,,,,5141
四御神線_A,平日,平日_16時50分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,平日,平日_16時55分_系統1612,表町BC（新道河本 経由）,,,,1612
２５０号線_A,平日,平日_16時57分_系統3110,表町BC,,,,3110
四御神線_A,平日,平日_17時00分_系統1112,岡山駅（清水 経由）,,,,1112
ネオ瀬戸線_A,平日,平日_17時05分_系統1061,瀬戸駅,,,,1061
２５０号線_A,平日,平日_17時05分_系統3102,岡山駅,,,,3102
ネオポリス線_A,平日,平日_17時05分_系統1282,表町BC（下市・中 経由）,,,,1282
山陽団地循環_A,平日,平日_17時05分_系統1371,山陽団地（西→中 経由）,,,,1371
ネオ瀬戸線_A,平日,平日_17時12分_系統1062,岡山駅,,,,1062
ネオポリス線_A,平日,平日_17時15分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
東岡山線_A,平日,平日_17時20分_系統5141,東岡山（岡山駅 経由）,,,,5141
２５０号線_A,平日,平日_17時25分_系統3101,片上,,,,3101
ネオポリス線_A,平日,平日_17時26分_系統1282,表町BC（下市・中 経由）,,,,1282
林野線_A,平日,平日_17時30分_系統2051,周匝（新道河本 経由）,,,,2051
四御神線_A,平日,平日_17時30分_系統1111,四御神（県庁前 経由）,,,,1111
四御神線_A,平日,平日_17時35分_系統1112,岡山駅（清水 経由）,,,,1112
ネオポリス線_A,平日,平日_17時40分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
東岡山線_A,平日,平日_17時45分_系統5141,東岡山（岡山駅 経由）,,,,5141
四御神線_A,平日,平日_17時48分_系統1114,表町BC（清水 経由）,,,,1114
２５０号線_A,平日,平日_17時50分_系統3107,長岡・駅前,,,,3107
ネオポリス線_A,平日,平日_17時50分_系統1631,ネオポリス西９（西 ・下市 経由）,,,,1631
ネオ瀬戸線_A,平日,平日_18時00分_系統1061,瀬戸駅,,,,1061
ネオポリス線_A,平日,平日_18時00分_系統1612,表町BC（新道河本 経由）,,,,1612
東岡山線_A,平日,平日_18時00分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
四御神線_A,平日,平日_18時00分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,平日,平日_18時05分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
東岡山線_A,平日,平日_18時10分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオポリス線_A,平日,平日_18時15分_系統1631,ネオポリス西９（西 ・下市 経由）,,,,1631
四御神線_A,平日,平日_18時25分_系統1112,岡山駅（清水 経由）,,,,1112
ネオ瀬戸線_A,平日,平日_18時25分_系統1401,瀬戸駅,,,,1401
四御神線_A,平日,平日_18時30分_系統1111,四御神（県庁前 経由）,,,,1111
ネオ瀬戸線_A,平日,平日_18時32分_系統1062,岡山駅,,,,1062
ネオポリス線_A,平日,平日_18時33分_系統2011,ネオポリス東６（新道河本 経由）,,,,2011
２５０号線_A,平日,平日_18時34分_系統3108,岡山駅,,,,3108
ネオ瀬戸線_A,平日,平日_18時35分_系統2001,瀬戸駅（終点 ネオポリス東６）,,,,2001
ネオポリス線_A,平日,平日_18時35分_系統1282,表町BC（下市・中 経由）,,,,1282
ネオポリス線_A,平日,平日_18時45分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
東岡山線_A,平日,平日_18時45分_系統5141,東岡山（岡山駅 経由）,,,,5141
東岡山線_A,平日,平日_18時53分_系統5692,表町BC（高島団地・岡山駅前 経由）,,,,5692
ネオ瀬戸線_A,平日,平日_18時54分_系統2032,ネオポリス東６,,,,2032
２５０号線_A,平日,平日_18時55分_系統1041,八日市,,,,1041
四御神線_A,平日,平日_18時55分_系統1112,岡山駅（清水 経由）,,,,1112
２５０号線_A,平日,平日_18時55分_系統3104,八日市,,,,3104
山陽団地循環_A,平日,平日_19時05分_系統1371,山陽団地（西→中 経由）,,,,1371
ネオポリス線_A,平日,平日_19時10分_系統1612,表町BC（新道河本 経由）,,,,1612
東岡山線_A,平日,平日_19時11分_系統5522,表町BC（高島団地・岡山駅前 経由）,,,,5522
四御神線_A,平日,平日_19時15分_系統1111,四御神（県庁前 経由）,,,,1111
東岡山線_A,平日,平日_19時15分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオ瀬戸線_A,平日,平日_19時20分_系統1642,瀬戸駅（岡山駅 経由）,,,,1642
ネオ瀬戸線_A,平日,平日_19時25分_系統1062,岡山駅,,,,1062
ネオポリス線_A,平日,平日_19時25分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
四御神線_A,平日,平日_19時29分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,平日,平日_19時45分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオポリス線_A,平日,平日_19時50分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
ネオポリス線_A,平日,平日_19時50分_系統1272,表町BC（新道河本 経由）,,,,1272
２５０号線_A,平日,平日_19時55分_系統1041,八日市,,,,1041
ネオポリス線_A,平日,平日_20時05分_系統1631,ネオポリス西９（西 ・下市 経由）,,,,1631
四御神線_A,平日,平日_20時10分_系統1111,四御神（県庁前 経由）,,,,1111
東岡山線_A,平日,平日_20時15分_系統5522,表町BC（高島団地・岡山駅前 経由）,,,,5522
東岡山線_A,平日,平日_20時20分_系統5141,東岡山（岡山駅 経由）,,,,5141
ネオ瀬戸線_A,平日,平日_20時25分_系統2001,瀬戸駅（終点 ネオポリス東６）,,,,2001
ネオポリス線_A,平日,平日_20時30分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
東岡山線_A,平日,平日_20時40分_系統5132,表町BC（高島団地・弓之町 経由）,,,,5132
東岡山線_A,平日,平日_20時50分_系統5141,東岡山（岡山駅 経由）,,,,5141
２５０号線_A,平日,平日_20時50分_系統3107,長岡・駅前,,,,3107
四御神線_A,平日,平日_20時53分_系統1112,岡山駅（清水 経由）,,,,1112
ネオポリス線_A,平日,平日_20時55分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
東岡山線_A,平日,平日_21時05分_系統5132,表町BC（高島団地・弓之町 経由）,,,,5132
２５０号線_A,平日,平日_21時10分_系統1042,岡山駅,,,,1042
ネオポリス線_A,平日,平日_21時20分_系統1631,ネオポリス西９（西 ・下市 経由）,,,,1631
２５０号線_A,平日,平日_21時25分_系統3110,表町BC,,,,3110
四御神線_A,平日,平日_21時25分_系統1111,四御神（県庁前 経由）,,,,1111
四御神線_A,平日,平日_21時26分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,平日,平日_21時35分_系統5132,表町BC（高島団地・弓之町 経由）,,,,5132
ネオポリス線_A,平日,平日_21時40分_系統2021,ネオポリス東６（中 ・下市 経由）,,,,2021
東岡山線_A,平日,平日_21時50分_系統5141,東岡山（岡山駅 経由）,,,,5141
四御神線_A,平日,平日_22時00分_系統1111,四御神（県庁前 経由）,,,,1111
ネオポリス線_A,平日,平日_22時05分_系統1621,ネオポリス西９（中 ・下市 経由）,,,,1621
２５０号線_A,平日,平日_22時05分_系統1081,長岡団地,,,,1081
林野線_A,土日祝,土日祝_06時09分_系統1342,表町BC（正崎・中 経由）,,,,1342
２５０号線_A,土日祝,土日祝_06時30分_系統1042,岡山駅,,,,1042
林野線_A,土日祝,土日祝_06時31分_系統1182,表町BC（新道河本 経由）,,,,1182
ネオポリス線_A,土日祝,土日祝_06時34分_系統1612,表町BC（新道河本 経由）,,,,1612
四御神線_A,土日祝,土日祝_06時35分_系統1112,岡山駅（清水 経由）,,,,1112
東岡山線_A,土日祝,土日祝_06時37分_系統5142,表町BC（高島団地・岡山駅前 経由）,,,,5142
ネオポリス線_A,土日祝,土日祝_06時52分_系統1282,表町BC（下市・中 経由）,,,,1282
２５０号線_A,土日祝,土日祝_06時57分_系統1042,岡山駅,,,,1042
ネオ瀬戸線_A,土日祝,土日祝_06時58分_系統1072,瀬戸駅（岡山駅 経由）,,,,1072
